4	720	1
4	3182	1
4	3378	1
4	6317	1
4	6781	1
4	9068	1
4	9069	1
4	9550	1
6	133	1
6	5855	1
6	6122	1
6	9536	1
6	11320	1
6	12414	1
12	787	1
12	1689	1
12	4184	1
12	5538	1
12	6456	1
12	6744	1
12	8168	1
12	8289	1
12	8731	1
12	9006	1
12	9138	1
12	9367	1
12	10640	1
12	12240	1
29	1740	1
29	2971	1
29	7800	1
29	10099	1
32	476	1
32	477	1
32	944	1
32	945	1
32	946	1
32	950	1
32	3810	1
50	1708	1
50	4036	1
50	4624	1
50	7837	1
50	8081	1
50	8660	1
50	10448	1
57	2167	1
57	5365	1
57	10646	1
57	11207	1
57	12283	1
60	3416	1
60	10473	1
60	10474	1
62	448	1
62	3553	1
62	5393	1
62	6461	1
62	6676	1
62	7385	1
85	493	1
85	556	1
85	10473	1
85	10533	1
85	10772	1
91	598	1
91	1300	1
91	2360	1
91	5105	1
91	8640	1
91	10335	1
91	11532	1
98	584	1
98	2763	1
98	3624	1
98	4046	1
98	4431	1
99	6194	1
99	10880	1
107	5883	1
107	5889	1
107	8174	1
107	9628	1
107	11296	1
109	1105	1
109	2070	1
109	3100	1
109	10660	1
115	604	1
115	7825	1
115	8133	1
115	8829	1
115	9726	1
115	10502	1
115	10503	1
123	29	1
123	596	1
123	1756	1
123	2166	1
123	5896	1
123	8564	1
124	2937	1
124	5613	1
124	6503	1
124	6934	1
124	7398	1
124	7402	1
124	7789	1
124	8141	1
124	11583	1
127	280	1
127	2283	1
127	3128	1
127	4916	1
127	5850	1
127	7255	1
127	7424	1
144	2171	1
144	5707	1
144	10650	1
150	7216	1
150	10243	1
152	264	1
152	3094	1
152	9536	1
152	9699	1
160	145	1
160	2487	1
160	2962	1
160	3234	1
160	3487	1
160	4175	1
160	4454	1
160	4768	1
160	5001	1
160	5215	1
160	5538	1
160	6551	1
160	6815	1
160	6927	1
160	7361	1
160	8711	1
160	10008	1
160	11035	1
164	720	1
164	2942	1
164	4886	1
164	7255	1
164	7685	1
164	10618	1
164	10855	1
164	11211	1
164	11219	1
165	54	1
165	543	1
165	3946	1
165	5647	1
165	5761	1
169	6535	1
174	37	1
174	148	1
174	283	1
174	302	1
174	343	1
174	561	1
174	738	1
174	854	1
174	856	1
174	1234	1
174	1506	1
174	1756	1
174	1772	1
174	1938	1
174	2578	1
174	2723	1
174	3365	1
174	3522	1
174	3657	1
174	3958	1
174	4197	1
174	4246	1
174	5099	1
174	5692	1
174	5934	1
174	6368	1
174	6634	1
174	7090	1
174	7110	1
174	7236	1
174	7365	1
174	8480	1
174	9090	1
174	10904	1
174	11318	1
174	11415	1
174	11625	1
174	11815	1
174	11844	1
174	12059	1
174	12081	1
174	12200	1
174	12370	1
174	12380	1
174	12489	1
174	12508	1
174	12518	1
174	12523	1
174	12554	1
174	12559	1
174	12585	1
174	12593	1
174	12602	1
174	12619	1
174	12654	1
175	2745	1
175	3691	1
175	6583	1
175	8288	1
175	9744	1
175	10166	1
176	768	1
176	825	1
176	1253	1
176	2398	1
176	3174	1
176	3659	1
176	5318	1
176	6017	1
176	6798	1
176	7772	1
176	10102	1
176	11802	1
181	19	1
181	3404	1
181	7346	1
181	8044	1
181	10776	1
189	435	1
189	2841	1
189	3486	1
189	6880	1
189	8081	1
189	8319	1
189	9766	1
189	10192	1
189	11349	1
190	341	1
190	1657	1
190	1787	1
190	2835	1
190	6408	1
190	7777	1
190	8104	1
194	2119	1
194	2777	1
194	2795	1
194	3726	1
194	4348	1
194	4371	1
194	4471	1
194	4476	1
194	4628	1
194	5296	1
194	6369	1
194	6404	1
194	7069	1
194	7583	1
194	7800	1
194	7975	1
194	8511	1
194	8779	1
194	9273	1
194	9887	1
194	10539	1
194	10681	1
202	100	1
202	451	1
202	755	1
202	811	1
202	3666	1
202	5087	1
202	6065	1
202	7712	1
202	7845	1
202	11084	1
207	2278	1
207	4308	1
207	4438	1
207	4657	1
208	357	1
208	597	1
208	3584	1
208	8968	1
208	11123	1
208	12092	1
208	12168	1
210	323	1
210	1526	1
210	2373	1
210	5792	1
210	9789	1
213	141	1
213	1145	1
213	3984	1
213	5900	1
213	11298	1
231	2313	1
231	7604	1
231	8896	1
234	1157	1
234	8801	1
234	9974	1
238	1919	1
238	3153	1
238	11933	1
245	101	1
245	784	1
245	3785	1
245	6534	1
250	708	1
250	2079	1
250	5064	1
250	6522	1
254	549	1
254	9502	1
254	10277	1
254	10658	1
264	542	1
264	850	1
264	3607	1
273	531	1
273	3778	1
273	4401	1
273	5865	1
273	6087	1
273	6920	1
273	8779	1
278	6492	1
278	8332	1
294	1476	1
294	4962	1
294	5107	1
302	40	1
302	260	1
302	605	1
302	1750	1
302	2242	1
302	2744	1
302	4663	1
302	4882	1
302	5906	1
302	6278	1
302	6364	1
302	6669	1
302	9355	1
302	9393	1
311	514	1
311	611	1
311	1489	1
311	1579	1
316	25	1
316	6366	1
318	511	1
318	1566	1
318	1796	1
318	3178	1
318	3800	1
318	5199	1
318	7107	1
318	7375	1
318	8598	1
318	8617	1
318	11893	1
322	265	1
322	2014	1
322	3125	1
322	3743	1
322	11124	1
322	12135	1
322	12347	1
322	12458	1
324	1381	1
324	4452	1
329	2278	1
329	3483	1
329	3866	1
329	5129	1
329	5441	1
329	5590	1
329	7715	1
329	7976	1
329	8456	1
329	8581	1
329	12506	1
331	1228	1
331	3703	1
331	3930	1
331	5250	1
331	5319	1
331	6458	1
331	7612	1
331	9129	1
332	599	1
332	3450	1
332	4109	1
332	11145	1
338	5417	1
338	8742	1
338	12370	1
338	12611	1
338	12647	1
342	21	1
342	75	1
342	218	1
342	293	1
342	510	1
342	511	1
342	681	1
342	778	1
342	880	1
342	927	1
342	973	1
342	1003	1
342	1360	1
342	1400	1
342	1439	1
342	1447	1
342	1448	1
342	1518	1
342	1582	1
342	1583	1
342	1587	1
342	1595	1
342	1699	1
342	1709	1
342	1838	1
342	1876	1
342	2164	1
342	2230	1
342	2263	1
342	2474	1
342	2486	1
342	2487	1
342	2615	1
342	2807	1
342	2942	1
342	3090	1
342	3240	1
342	3647	1
342	3748	1
342	3753	1
342	3763	1
342	3831	1
342	4101	1
342	4207	1
342	4219	1
342	4225	1
342	4242	1
342	4250	1
342	4345	1
342	4531	1
342	4532	1
342	4550	1
342	4664	1
342	4690	1
342	4727	1
342	4745	1
342	4752	1
342	4753	1
342	4757	1
342	4768	1
342	4949	1
342	5036	1
342	5037	1
342	5038	1
342	5109	1
342	5171	1
342	5186	1
342	5191	1
342	5200	1
342	5226	1
342	5299	1
342	5527	1
342	5550	1
342	5554	1
342	5556	1
342	5753	1
342	6037	1
342	6114	1
342	6211	1
342	6229	1
342	6357	1
342	6360	1
342	7121	1
342	7270	1
342	7301	1
342	7540	1
342	7554	1
342	7632	1
342	7943	1
342	8036	1
342	8192	1
342	8663	1
342	8736	1
342	8793	1
342	8918	1
342	9026	1
342	9044	1
342	9379	1
342	9555	1
342	9937	1
342	10122	1
342	10698	1
342	10718	1
342	10785	1
342	10806	1
342	10860	1
342	11013	1
342	11022	1
342	11393	1
342	11556	1
342	11557	1
342	11790	1
342	11913	1
342	12001	1
342	12384	1
342	12547	1
342	12561	1
342	12604	1
342	12615	1
348	207	1
348	1105	1
348	2350	1
348	2989	1
348	3407	1
348	4282	1
348	5316	1
348	6432	1
348	7738	1
348	8514	1
348	9332	1
349	589	1
349	1193	1
349	2365	1
349	4418	1
349	4901	1
349	11207	1
354	1840	1
354	8271	1
354	10160	1
354	11527	1
356	2417	1
356	4486	1
356	4700	1
375	1330	1
375	1671	1
375	1968	1
375	2313	1
375	2635	1
375	2857	1
375	3259	1
375	3344	1
375	3688	1
375	4570	1
375	7320	1
375	11599	1
378	7403	1
378	12113	1
378	12188	1
388	5077	1
388	5105	1
388	7125	1
388	12477	1
389	1380	1
389	1805	1
389	3582	1
389	5545	1
389	6696	1
389	10907	1
389	11286	1
395	851	1
395	877	1
395	892	1
397	591	1
397	1034	1
397	1049	1
397	1076	1
397	1568	1
397	3914	1
397	4286	1
397	4400	1
397	6456	1
397	6612	1
397	6799	1
397	7664	1
397	8222	1
397	8309	1
403	8230	1
