9828	0
9828	1
9828	2
9829	3
9829	4
9829	5
9829	6
9830	7
9830	8
9830	9
9830	10
9830	11
9830	12
0	13
0	14
0	15
0	16
0	17
9831	18
9831	19
9831	20
1	21
1	22
1	23
1	24
9832	25
9832	26
9832	27
9832	28
9833	29
9833	30
9833	31
9833	32
2	33
2	34
2	35
2	36
2	37
9834	38
9834	39
9834	40
9835	41
9836	42
9837	43
9837	44
9837	45
9837	46
9837	47
9838	48
9838	49
9838	50
9839	51
9839	52
9839	53
9840	54
9840	55
9841	56
9841	57
9841	58
9841	59
9842	60
9842	61
9842	62
9842	63
9842	64
9843	65
9843	66
9843	67
9844	68
9844	69
9844	70
9844	71
9844	72
9845	73
9845	74
9845	75
3	76
9846	77
9846	78
9846	79
9846	80
4	81
4	82
4	83
4	84
9847	85
9847	86
9847	87
9847	88
9847	89
9847	90
9848	91
9848	92
9848	93
9848	94
9848	95
9848	96
9849	97
9849	98
9849	99
9849	100
9850	101
9850	102
9850	103
9850	104
9851	105
9851	106
9851	107
9851	108
9851	109
9851	110
9851	111
9851	112
9851	113
9852	114
9852	115
9853	116
9853	117
9854	118
9854	119
9854	120
9854	121
9854	122
9854	123
9854	124
9854	125
9855	126
9855	127
9855	128
9855	129
9856	130
9856	131
9856	132
9856	133
5	134
5	135
5	136
5	137
9857	138
9857	139
9857	140
9857	141
9857	142
9857	143
9858	144
9858	145
9858	146
9859	147
9859	148
9859	149
9859	150
9860	151
9860	152
9860	153
6	154
6	155
6	156
6	157
6	158
6	159
6	160
9861	161
9861	162
9861	163
9861	164
9861	165
7	166
7	167
7	168
9862	169
9862	170
9862	171
9862	172
8	173
8	174
8	175
9863	176
9863	177
9863	178
9863	179
9863	180
9863	181
9864	182
9864	183
9864	184
9864	185
9864	186
9864	187
9864	188
9865	189
9865	190
9865	191
9865	192
9866	193
9866	194
9866	195
9866	196
9866	197
9866	198
9867	199
9867	200
9867	201
9867	202
9868	203
9868	204
9868	205
9868	206
9868	207
9869	208
9869	209
9869	210
9869	211
9870	212
9870	213
9870	214
9870	215
9870	216
9870	217
9870	218
9871	219
9871	220
9871	221
9872	222
9872	223
9872	224
9872	225
9873	226
9873	227
9873	228
9874	229
9874	230
9874	231
9874	232
9874	233
9875	234
9875	235
9	236
9	237
9	167
9	238
9876	239
9876	240
9876	241
9876	242
9877	243
9877	244
9877	245
9877	246
9877	247
9878	248
9878	249
9878	250
9878	251
9878	252
9879	253
9879	254
9879	255
9879	256
9880	257
9880	258
9880	259
9880	260
9880	261
9880	262
10	263
10	264
10	265
10	266
10	267
10	268
9881	269
9881	270
9881	271
9881	272
9881	273
9882	274
9882	275
9882	276
9882	277
9883	278
9883	279
9883	280
9883	281
9884	282
9884	283
9884	284
9884	285
9884	286
9885	287
9885	288
9885	289
11	290
11	291
12	292
12	293
12	294
9886	295
9886	296
9886	187
9887	297
9887	298
9887	299
9887	300
9887	301
9887	302
9888	303
9888	304
9889	305
9889	306
9889	307
9889	308
9889	309
9889	310
9890	311
9890	312
9890	313
13	314
13	315
13	316
13	317
13	318
9891	319
9891	320
9891	321
14	322
14	323
14	324
14	325
9892	326
9892	327
9892	328
9892	329
9892	330
9893	331
9893	332
9893	333
9893	334
9893	335
9894	336
9894	337
9894	338
9894	339
15	340
15	341
15	342
15	343
15	344
15	345
15	346
15	347
15	348
9895	349
9895	350
9895	351
9895	352
9895	353
9896	354
9896	355
9896	356
9896	357
9896	358
9896	359
9896	360
9896	361
9896	362
9897	363
9897	364
9897	365
9898	366
9898	367
9898	368
16	369
16	370
16	371
16	372
16	373
16	374
16	375
17	376
9899	377
9899	378
9899	379
9899	380
9899	381
18	382
18	383
18	384
18	385
18	386
18	387
18	388
9900	389
9900	390
9900	391
9900	392
9900	393
9900	247
9901	394
9901	395
9901	396
9901	397
9902	398
9902	399
9902	400
9903	401
9903	402
9903	403
9903	404
9904	405
9904	406
9904	407
9904	408
9905	366
9905	185
9905	409
9905	410
9905	411
9906	412
9907	413
9907	414
9908	415
9908	416
9908	417
9908	418
9908	419
9909	420
9909	421
9909	422
9909	423
19	424
19	425
19	426
19	427
19	428
9910	429
9910	430
9910	431
9910	432
9911	433
9911	434
9911	435
9911	436
20	437
20	438
20	439
20	440
20	441
20	442
20	443
20	444
20	445
21	446
21	447
21	448
21	449
21	450
21	451
21	452
21	453
21	454
21	455
21	456
21	457
21	204
21	458
21	459
9912	460
9913	461
9913	462
9913	463
9913	464
9914	465
9914	466
9914	467
22	468
22	469
22	470
22	471
22	33
22	472
22	473
22	474
22	475
9915	476
9915	477
9915	478
9915	479
23	480
23	481
23	482
23	483
23	484
24	485
24	486
24	487
24	488
9916	489
9916	490
9916	491
9916	492
9916	493
9917	494
9917	495
25	496
25	497
25	498
25	499
25	500
9918	501
9918	502
9918	503
9918	504
9919	505
9919	506
9919	507
9919	508
9919	509
9920	510
9920	511
9920	512
9920	249
9920	513
9920	514
9920	515
26	516
26	517
26	518
26	519
26	520
26	521
26	522
26	523
26	524
26	525
26	526
26	527
26	449
26	528
26	529
26	530
26	531
26	532
26	533
26	534
26	535
26	536
26	537
26	538
26	539
26	540
26	541
27	542
28	543
9921	544
9921	545
9921	546
9921	547
9922	548
9922	549
9922	550
9922	551
29	552
29	553
29	554
29	555
9923	556
9923	557
9923	558
9924	106
9925	559
9925	560
9925	561
9925	562
9925	563
9925	564
9925	565
9926	566
9926	567
9926	568
9926	569
9926	570
9926	571
30	572
30	573
30	574
30	575
30	576
30	577
31	578
31	579
31	580
9927	581
9927	582
9927	583
9927	584
9928	585
9928	586
9928	587
9928	588
32	589
32	590
32	591
32	182
32	109
32	592
32	593
32	594
32	595
32	596
32	597
9929	598
9930	599
9930	600
9931	601
9931	602
9931	603
9931	604
9931	605
33	606
33	607
33	608
33	609
33	610
33	611
33	612
33	613
33	614
33	169
33	615
33	616
9932	617
9932	618
9933	431
9933	381
9933	619
9933	620
34	621
34	622
34	623
34	624
34	625
34	626
34	627
35	628
35	629
35	630
35	536
9934	631
9934	632
9934	633
9934	634
9934	635
36	636
36	637
36	638
36	639
9935	640
9935	111
9935	641
9935	642
9936	643
9936	644
9936	645
37	646
9937	647
9937	648
9937	244
9937	47
9937	601
9937	458
9937	649
9937	650
9938	651
9938	559
9938	652
9938	653
9938	654
9939	655
9939	656
9939	657
9939	658
9939	659
9940	203
9940	660
9941	661
9941	662
9941	663
9941	664
9941	665
9941	666
9942	667
9942	251
9942	668
9943	669
9943	670
9944	671
9944	672
38	673
38	674
38	174
38	675
38	676
38	677
38	678
38	679
9945	229
9945	680
9945	681
9945	682
9945	683
39	684
39	685
39	686
39	687
39	688
39	689
39	690
9946	691
9946	692
9946	693
9946	694
9946	695
9947	696
9947	697
9947	698
40	699
40	700
40	701
40	702
40	703
40	704
40	705
40	706
40	707
40	708
40	709
40	710
40	711
40	267
40	712
40	713
40	714
40	715
40	716
40	717
9948	718
9948	297
9948	719
9948	720
9948	721
9948	722
9948	723
9948	724
9949	725
9949	109
9949	726
9949	727
9949	123
9949	728
9950	729
9950	730
9951	731
9951	732
9951	733
9951	734
41	735
41	736
41	737
41	738
9952	739
9952	740
9952	741
9953	742
9953	743
9953	744
9954	745
9954	746
9954	747
9955	748
42	749
42	750
42	751
42	752
42	753
42	645
42	754
42	755
42	756
9956	757
9956	758
9956	759
9956	760
9956	761
9956	762
9957	763
9957	764
9957	765
9957	766
9957	767
9958	768
9958	769
9958	770
9958	771
43	772
43	773
43	774
43	775
43	350
43	498
43	776
43	777
43	778
43	779
9959	291
9959	780
9959	77
9959	781
9959	782
9959	783
9960	784
9960	785
9960	786
9961	787
9961	788
9961	789
9962	790
9962	791
9962	792
9962	793
9963	794
9963	795
9964	796
9964	797
9964	798
9964	799
9964	800
44	801
44	802
44	803
9965	804
9965	805
9965	806
9965	807
9966	808
9966	809
45	810
45	811
9967	812
9967	813
9967	814
9967	815
9967	816
9968	81
9968	817
9968	818
9968	819
9969	820
9969	821
9969	822
9969	823
9969	824
9970	825
9970	826
9970	827
9970	828
46	829
46	830
46	831
46	832
46	833
9971	834
9971	835
9971	836
9972	837
9972	838
9972	839
9973	840
9973	841
9973	842
9974	843
9974	844
9974	845
9974	846
9974	847
9974	848
